observation_id,source_row,study_id,site_label,crop_label,ch4_co2eq_kg_ha,n2o_co2eq_kg_ha,yield_kg_ha,nitrogen_kg_n_ha_reported,nitrogen_kg_n_ha_numeric,phosphorus_kg_p2o5_ha,potassium_kg_k2o_ha,ch4_measurement_method,n2o_measurement_method,source_title
GCOR_002213,2214,GCOR_STUDY_0206,Thailand,Rice,1865.952,1214.85,3975,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002214,2215,GCOR_STUDY_0206,Thailand,Rice,2202.147,884.52,3910,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002215,2216,GCOR_STUDY_0206,Thailand,Rice,1495.998,974.61,4195,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002216,2217,GCOR_STUDY_0206,Thailand,Rice,2696.535,898.17,4063,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002217,2218,GCOR_STUDY_0206,Thailand,Rice,1906.686,941.85,4096,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002218,2219,GCOR_STUDY_0206,Thailand,Rice,944.136,950.04,3999,68.2,68.2,31.2,0,Static chamber,Static chamber,Effects of water and rice straw management practices on water savings and greenhouse gas emissions from a double-rice paddy field in the Central Plain of Thailand
GCOR_002219,2220,GCOR_STUDY_0207,Vietnam,Rice,17046.9,87.36,4600,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002220,2221,GCOR_STUDY_0207,Vietnam,Rice,20311.2,98.28,5000,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002221,2222,GCOR_STUDY_0207,Vietnam,Rice,16098.3,79.17,4760,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002222,2223,GCOR_STUDY_0207,Vietnam,Rice,18190.8,133.77,5020,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002223,2224,GCOR_STUDY_0207,Vietnam,Rice,12024.9,106.47,5330,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002224,2225,GCOR_STUDY_0207,Vietnam,Rice,15261.3,147.42,5840,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002225,2226,GCOR_STUDY_0207,Vietnam,Rice,13922.1,90.09,5010,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002226,2227,GCOR_STUDY_0207,Vietnam,Rice,16712.1,147.42,5320,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002227,2228,GCOR_STUDY_0207,Vietnam,Rice,8593.2,49.14,5210,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002228,2229,GCOR_STUDY_0207,Vietnam,Rice,10518.3,68.25,5810,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002229,2230,GCOR_STUDY_0207,Vietnam,Rice,6444.9,70.98,5430,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002230,2231,GCOR_STUDY_0207,Vietnam,Rice,8286.3,73.71,5900,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002231,2232,GCOR_STUDY_0207,Vietnam,Rice,6165.9,60.06,5430,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002232,2233,GCOR_STUDY_0207,Vietnam,Rice,7198.2,70.98,6170,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002233,2234,GCOR_STUDY_0207,Vietnam,Rice,5468.4,68.25,5800,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002234,2235,GCOR_STUDY_0207,Vietnam,Rice,6947.1,92.82,5930,100,100.0,60,60,,,Incorporation of rice straw mitigates CH4 and N2O emissions in water saving paddy fields of Central Vietnam
GCOR_002235,2236,GCOR_STUDY_0208,Philippines,Rice,1587.51,374.01,5116.883,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002236,2237,GCOR_STUDY_0208,Philippines,Rice,3510.099,308.49,5272.727,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002237,2238,GCOR_STUDY_0208,Philippines,Rice,3764.547,221.13,5220.779,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002238,2239,GCOR_STUDY_0208,Philippines,Rice,430.218,791.7,3766.234,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002239,2240,GCOR_STUDY_0208,Philippines,Rice,926.559,802.62,3792.208,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002240,2241,GCOR_STUDY_0208,Philippines,Rice,1011.654,819,3714.286,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002241,2242,GCOR_STUDY_0208,Philippines,Rice,2765.448,483.21,4311.688,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002242,2243,GCOR_STUDY_0208,Philippines,Rice,2987.811,420.42,4415.585,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002243,2244,GCOR_STUDY_0208,Philippines,Rice,5203.071,769.86,3532.468,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002244,2245,GCOR_STUDY_0208,Philippines,Rice,2828.781,382.2,4623.376,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002245,2246,GCOR_STUDY_0208,Philippines,Rice,2817.9,475.02,4467.532,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002246,2247,GCOR_STUDY_0208,Philippines,Rice,4753.323,529.62,3766.233,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002247,2248,GCOR_STUDY_0208,Philippines,Rice,1561.284,338.52,4987.013,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002248,2249,GCOR_STUDY_0208,Philippines,Rice,1700.505,330.33,4779.221,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002249,2250,GCOR_STUDY_0208,Philippines,Rice,3011.526,483.21,3999.999,130,130.0,30,30,Automated chamber,Automated chamber,Greenhouse gas footprint of diversifying rice cropping systems: Impacts of water regime and organic amendments
GCOR_002250,2251,GCOR_STUDY_0209,China,Rice,4547.7,18.837,10160,180,180.0,53,124,,,Yield-scaled N2O and CH4 emissions as affected by combined application of stabilized nitrogen fertilizer and pig manure in rice fields
GCOR_002251,2252,GCOR_STUDY_0209,China,Rice,22041,13.923,10383,0,0.0,0,0,,,Yield-scaled N2O and CH4 emissions as affected by combined application of stabilized nitrogen fertilizer and pig manure in rice fields
GCOR_002252,2253,GCOR_STUDY_0209,China,Rice,16154.1,31.122,10840,180,180.0,53,124,,,Yield-scaled N2O and CH4 emissions as affected by combined application of stabilized nitrogen fertilizer and pig manure in rice fields
GCOR_002253,2254,GCOR_STUDY_0209,China,Rice,9569.7,19.656,9330,180,180.0,53,124,,,Yield-scaled N2O and CH4 emissions as affected by combined application of stabilized nitrogen fertilizer and pig manure in rice fields
GCOR_002254,2255,GCOR_STUDY_0210,Japan,Rice,446.4,101.01,4300,,,,,Static chamber,Static chamber,Greenhouse gas emissions from rice field cultivation with drip irrigation and plastic film mulch
GCOR_002255,2256,GCOR_STUDY_0210,Japan,Rice,-418.5,2.73,3500,,,,,Static chamber,Static chamber,Greenhouse gas emissions from rice field cultivation with drip irrigation and plastic film mulch
GCOR_002256,2257,GCOR_STUDY_0210,Japan,Rice,691.92,-120.12,7400,,,,,Static chamber,Static chamber,Greenhouse gas emissions from rice field cultivation with drip irrigation and plastic film mulch
GCOR_002257,2258,GCOR_STUDY_0210,Japan,Rice,212.04,-95.55,7000,,,,,Static chamber,Static chamber,Greenhouse gas emissions from rice field cultivation with drip irrigation and plastic film mulch
GCOR_002258,2259,GCOR_STUDY_0211,China,Rice,5747.4,87.36,5457.778,179.2,179.2,31.548,59.75,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002259,2260,GCOR_STUDY_0211,China,Rice,4659.3,57.33,6400,0,0.0,,,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002260,2261,GCOR_STUDY_0211,China,Rice,4240.8,111.93,6026.667,179.2,179.2,31.548,59.75,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002261,2262,GCOR_STUDY_0211,China,Rice,4296.6,51.87,4142.222,0,0.0,,,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002262,2263,GCOR_STUDY_0211,China,Rice,1199.7,723.45,5813.333,179.2,179.2,31.548,59.75,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002263,2264,GCOR_STUDY_0211,China,Rice,2455.2,95.55,4195.555,0,0.0,,,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002264,2265,GCOR_STUDY_0211,China,Rice,3822.3,51.87,5617.778,179.2,179.2,31.548,59.75,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002265,2266,GCOR_STUDY_0211,China,Rice,2399.4,49.14,3591.111,0,0.0,,,,,"Fertilization effects on Ch4,N2O and CO2 fluxes from a subtropical double rice cropping system"
GCOR_002266,2267,GCOR_STUDY_0212,India,Rice,1204.7778,419.328,5180,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002267,2268,GCOR_STUDY_0212,India,Rice,1220.625,288.288,5230,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002268,2269,GCOR_STUDY_0212,India,Rice,1743.75,271.908,5420,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002269,2270,GCOR_STUDY_0212,India,Rice,2710.7361,219.492,5410,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002270,2271,GCOR_STUDY_0212,India,Rice,1331.5833,389.844,5850,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002271,2272,GCOR_STUDY_0212,India,Rice,1347.4305,373.464,5530,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002272,2273,GCOR_STUDY_0212,India,Rice,1664.4861,232.596,5610,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002273,2274,GCOR_STUDY_0212,India,Rice,2583.9306,232.596,5850,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002274,2275,GCOR_STUDY_0212,India,Rice,4118.5701,635.271,6440,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002275,2276,GCOR_STUDY_0212,India,Rice,9167.1309,735.189,6100,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002276,2277,GCOR_STUDY_0212,India,Rice,7838.5608,470.925,6580,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002277,2278,GCOR_STUDY_0212,India,Rice,10030.7196,528.255,6260,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002278,2279,GCOR_STUDY_0212,India,Rice,3852.8505,671.034,3350,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002279,2280,GCOR_STUDY_0212,India,Rice,7240.7196,449.631,2640,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002280,2281,GCOR_STUDY_0212,India,Rice,8901.4392,185.64,3410,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002281,2282,GCOR_STUDY_0212,India,Rice,10495.701,342.615,2890,150,150.0,50,50,,,"Mitigation potential and yield-scaled global warming potential of early-season drainage from a rice paddy in Tamil Nadu, India"
GCOR_002282,2283,GCOR_STUDY_0213,China,Rice,4692.78,5.733,1172,0,0.0,,,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002283,2284,GCOR_STUDY_0213,China,Rice,5273.1,38.493,3888,208,208.0,108,189,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002284,2285,GCOR_STUDY_0213,China,Rice,7404.66,17.745,4260,147,147.0,72,63,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002285,2286,GCOR_STUDY_0213,China,Rice,5019.21,2.457,1664,0,0.0,,,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002286,2287,GCOR_STUDY_0213,China,Rice,5859,62.517,4333,208,208.0,108,189,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002287,2288,GCOR_STUDY_0213,China,Rice,4902.03,42.315,4288,147,147.0,72,63,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002288,2289,GCOR_STUDY_0213,China,Rice,9550.17,6.279,3407,0,0.0,,,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002289,2290,GCOR_STUDY_0213,China,Rice,10894.95,28.938,5585,122,122.0,,111,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002290,2291,GCOR_STUDY_0213,China,Rice,14293.17,30.576,5299,73,73.0,,37,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002291,2292,GCOR_STUDY_0213,China,Rice,11148.84,4.368,2936,0,0.0,,,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002292,2293,GCOR_STUDY_0213,China,Rice,12845.16,46.137,4857,122,122.0,,111,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002293,2294,GCOR_STUDY_0213,China,Rice,16924.14,23.478,4676,73,73.0,,37,,,Effects of reduced chemical fertilizer combined with straw retention on greenhouse gas budget and crop production in double rice fields
GCOR_002294,2295,GCOR_STUDY_0214,China,Rice,13447.8,120.12,10080,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002295,2296,GCOR_STUDY_0214,China,Rice,14898.6,117.39,8590,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002296,2297,GCOR_STUDY_0214,China,Rice,4798.8,259.35,11030,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002297,2298,GCOR_STUDY_0214,China,Rice,5384.7,234.78,9210,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002298,2299,GCOR_STUDY_0214,China,Rice,2985.3,368.55,11610,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002299,2300,GCOR_STUDY_0214,China,Rice,3348,343.98,9740,240,240.0,30,40,,,"Effect of irrigation regime on grain yield, water productivity, and methane emissions in dry direct-seeded rice grown in raised beds with wheat straw incorporation"
GCOR_002300,2301,GCOR_STUDY_0215,China,Rice,1612.62,461.37,6390,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002301,2302,GCOR_STUDY_0215,China,Rice,9767.79,185.64,8240,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002302,2303,GCOR_STUDY_0215,China,Rice,1417.32,1124.76,7670,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002303,2304,GCOR_STUDY_0215,China,Rice,1096.47,188.37,7780,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002304,2305,GCOR_STUDY_0215,China,Rice,513.36,843.57,2980,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002305,2306,GCOR_STUDY_0215,China,Rice,8411.85,114.66,8210,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002306,2307,GCOR_STUDY_0215,China,Rice,1821.87,1430.52,7380,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002307,2308,GCOR_STUDY_0215,China,Rice,1459.17,543.27,7730,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002308,2309,GCOR_STUDY_0215,China,Rice,9226.53,106.47,7700,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002309,2310,GCOR_STUDY_0215,China,Rice,15531.93,38.22,8870,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002310,2311,GCOR_STUDY_0215,China,Rice,7334.91,117.39,8230,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002311,2312,GCOR_STUDY_0215,China,Rice,7254,68.25,8310,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002312,2313,GCOR_STUDY_0215,China,Rice,7452.09,43.68,8350,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002313,2314,GCOR_STUDY_0215,China,Rice,7728.3,114.66,8530,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002314,2315,GCOR_STUDY_0215,China,Rice,4226.85,576.03,8250,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002315,2316,GCOR_STUDY_0215,China,Rice,4154.31,420.42,8320,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002316,2317,GCOR_STUDY_0215,China,Rice,3802.77,513.24,8330,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002317,2318,GCOR_STUDY_0215,China,Rice,5468.4,223.86,7550,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002318,2319,GCOR_STUDY_0215,China,Rice,5945.49,229.32,9000,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002319,2320,GCOR_STUDY_0215,China,Rice,5314.95,204.75,9240,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002320,2321,GCOR_STUDY_0215,China,Rice,6101.73,171.99,9200,150,150.0,,,Static chamber,Static chamber,Achieving low methane and nitrous oxide emissions with high economic incomes in a rice-based cropping system
GCOR_002321,2322,GCOR_STUDY_0216,China,Rice,1517.76,11.466,6250,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002322,2323,GCOR_STUDY_0216,China,Rice,1785.6,4.914,6670,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002323,2324,GCOR_STUDY_0216,China,Rice,2017.17,4.641,6590,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002324,2325,GCOR_STUDY_0216,China,Rice,1701.9,12.285,6050,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002325,2326,GCOR_STUDY_0216,China,Rice,1899.99,7.644,6360,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002326,2327,GCOR_STUDY_0216,China,Rice,2460.78,6.825,6590,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002327,2328,GCOR_STUDY_0216,China,Rice,1665.63,11.739,6050,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002328,2329,GCOR_STUDY_0216,China,Rice,2223.63,7.644,6330,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002329,2330,GCOR_STUDY_0216,China,Rice,2723.04,6.279,6490,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002330,2331,GCOR_STUDY_0216,China,Rice,1559.61,15.561,6020,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002331,2332,GCOR_STUDY_0216,China,Rice,2248.74,9.828,6050,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002332,2333,GCOR_STUDY_0216,China,Rice,2817.9,6.825,6610,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002333,2334,GCOR_STUDY_0216,China,Rice,1392.21,25.662,6600,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002334,2335,GCOR_STUDY_0216,China,Rice,1899.99,20.748,7070,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002335,2336,GCOR_STUDY_0216,China,Rice,2611.44,14.196,7170,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002336,2337,GCOR_STUDY_0216,China,Rice,1420.11,28.665,6820,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002337,2338,GCOR_STUDY_0216,China,Rice,2466.36,23.205,6190,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002338,2339,GCOR_STUDY_0216,China,Rice,3816.72,19.11,6430,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002339,2340,GCOR_STUDY_0216,China,Rice,1824.66,21.021,6930,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002340,2341,GCOR_STUDY_0216,China,Rice,2220.84,12.285,6630,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002341,2342,GCOR_STUDY_0216,China,Rice,2709.09,10.92,6310,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002342,2343,GCOR_STUDY_0216,China,Rice,1841.4,23.205,6380,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002343,2344,GCOR_STUDY_0216,China,Rice,2259.9,17.199,6570,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
GCOR_002344,2345,GCOR_STUDY_0216,China,Rice,2834.64,15.288,6260,180,180.0,75,150,Static chamber,Static chamber,Winter tillage with the incorporation of stubble reduces the net global warming potential and greenhouse gas intensity of double-cropping rice fields
